iter	Passed	Remaining
145	219	1284
146	221	1282
147	222	1281
148	224	1279
149	225	1277
150	226	1275
151	228	1274
152	229	1272
153	231	1270
154	232	1268
155	234	1267
156	235	1265
157	237	1263
158	238	1261
159	239	1258
160	241	1257
161	243	1257
162	244	1254
163	245	1253
164	247	1251
165	248	1249
166	250	1247
167	251	1245
168	252	1242
169	254	1240
170	255	1239
171	257	1237
172	258	1235
173	260	1235
174	261	1234
175	263	1232
176	264	1230
177	265	1228
178	267	1226
179	268	1224
180	270	1222
181	271	1220
182	272	1218
183	274	1217
184	275	1215
185	277	1213
186	278	1210
187	279	1208
188	281	1207
189	282	1205
190	284	1203
191	285	1201
192	286	1199
193	288	1198
194	289	1197
195	291	1195
196	292	1193
197	294	1191
198	295	1189
199	296	1187
200	298	1185
201	299	1184
202	301	1182
203	302	1181
204	304	1179
205	305	1177
206	306	1175
207	308	1173
208	309	1172
209	311	1170
210	312	1168
211	313	1167
212	315	1165
213	316	1164
214	318	1162
215	319	1160
216	321	1158
217	322	1156
218	323	1154
219	325	1152
220	326	1150
221	327	1148
222	329	1147
223	331	1146
224	332	1144
225	333	1142
226	335	1141
227	336	1139
228	337	1137
229	339	1135
230	340	1134
231	342	1132
232	343	1131
233	345	1131
234	347	1129
235	348	1128
236	349	1126
237	351	1124
238	352	1122
239	354	1121
240	355	1119
241	356	1117
242	358	1117
243	360	1116
244	361	1115
245	363	1113
246	364	1111
247	366	1109
248	367	1108
249	368	1106
250	370	1104
251	371	1103
252	373	1101
253	374	1100
254	376	1098
255	377	1097
256	379	1095
257	380	1094
258	382	1093
259	383	1091
260	384	1089
261	386	1087
262	388	1088
263	390	1087
264	391	1085
265	392	1084
266	394	1082
267	395	1080
268	397	1078
269	398	1077
270	399	1075
271	401	1075
272	403	1073
273	404	1072
274	406	1070
275	407	1068
276	408	1067
277	410	1065
278	411	1063
279	412	1061
280	414	1060
281	415	1058
282	417	1057
283	418	1055
284	420	1053
285	421	1052
286	422	1050
287	424	1048
288	425	1047
289	427	1045
290	428	1044
291	430	1042
292	431	1041
293	432	1039
294	434	1037
295	435	1036
296	437	1034
297	438	1032
298	439	1030
299	441	1029
300	442	1027
301	444	1027
302	445	1025
303	447	1024
304	448	1022
305	450	1021
306	451	1019
307	453	1018
308	454	1016
309	455	1014
310	457	1012
311	458	1011
312	460	1010
313	461	1008
314	463	1007
315	464	1005
316	465	1003
317	467	1002
318	468	1000
319	469	998
320	471	997
321	472	995
322	474	994
323	475	992
324	477	990
325	478	989
326	479	987
327	481	986
328	482	984
329	484	982
330	485	981
331	487	980
332	488	978
333	490	977
334	491	975
335	492	974
336	494	972
337	495	970
338	497	969
339	498	967
340	499	966
341	501	964
342	502	962
343	504	961
344	505	959
345	506	957
346	508	956
347	509	954
348	510	952
349	512	951
350	513	949
351	514	947
352	516	946
353	518	945
354	519	943
355	520	942
356	522	940
357	523	939
358	525	937
359	526	936
360	528	935
361	530	934
362	531	933
363	533	931
364	535	931
365	537	930
366	538	928
367	539	927
368	541	925
369	542	924
370	544	922
371	545	921
372	547	919
373	548	918
374	549	916
375	551	915
376	552	913
377	554	912
378	573	940
379	576	940
380	578	939
381	581	940
382	583	940
383	585	938
384	586	936
385	589	936
386	591	936
387	594	937
388	595	935
389	596	933
390	598	932
391	599	930
392	601	928
393	603	927
394	604	926
395	606	924
396	607	922
397	608	921
398	610	919
399	611	917
400	613	916
401	614	914
402	616	913
403	617	911
404	619	909
405	620	908
406	622	906
407	623	904
408	625	903
409	626	901
410	627	899
411	629	898
412	630	896
413	632	894
414	633	892
415	634	891
416	636	889
417	637	887
418	639	886
419	640	884
420	642	883
421	643	881
422	644	879
423	646	878
424	647	876
425	649	874
426	650	873
427	652	871
428	653	869
429	654	867
430	656	866
431	657	864
432	659	863
433	661	862
434	662	860
435	664	859
436	665	857
437	667	856
438	668	854
439	670	853
440	672	851
441	673	850
442	675	849
443	677	847
444	678	846
445	680	844
446	681	843
447	682	841
448	684	839
449	685	837
450	687	837
451	689	835
452	690	833
453	692	832
454	693	830
455	694	828
456	696	827
457	697	825
458	698	823
459	700	821
460	701	820
461	703	819
462	704	817
463	706	815
464	707	814
465	709	812
466	710	810
467	711	809
468	713	807
469	714	806
470	716	804
471	717	803
472	719	801
473	720	799
474	722	798
475	723	796
476	724	794
477	726	793
478	727	791
479	728	789
480	730	788
481	732	787
482	733	785
483	735	783
484	736	782
485	738	780
486	739	779
487	741	777
488	742	775
489	743	774
490	745	772
491	746	771
492	748	769
493	749	768
494	751	766
495	752	764
496	753	763
497	755	761
498	756	759
499	758	758
500	759	756
501	761	755
502	762	753
503	764	752
504	765	750
505	766	748
506	768	746
507	769	745
508	770	743
509	772	742
510	774	740
511	775	739
512	776	737
513	778	735
514	779	734
515	780	732
516	782	730
517	783	729
518	785	727
519	786	726
520	788	724
521	789	723
522	791	721
523	792	719
524	793	718
525	795	716
526	796	714
527	797	713
528	799	711
529	801	710
530	802	708
531	803	707
532	805	705
533	806	703
534	808	702
535	809	700
536	810	699
537	812	697
538	813	695
539	815	694
540	816	692
541	817	691
542	819	689
543	820	687
544	821	686
545	823	684
546	824	683
547	826	681
548	827	679
549	829	678
550	830	677
551	832	675
552	834	674
553	835	672
554	837	671
555	838	669
556	840	668
557	841	666
558	843	665
559	844	663
560	846	662
561	847	660
562	848	658
563	850	657
564	851	655
565	853	654
566	854	652
567	855	650
568	857	649
569	858	647
570	860	646
571	861	644
572	862	643
573	864	641
574	865	639
575	867	638
576	868	636
577	869	635
578	871	633
579	873	632
580	874	630
581	875	629
582	877	627
583	878	625
584	880	624
585	881	622
586	882	621
587	884	619
588	885	618
589	887	616
590	888	615
591	890	613
592	891	612
593	893	610
594	894	608
595	895	607
596	897	605
597	898	603
598	900	602
599	902	601
600	903	599
601	905	598
602	906	596
603	907	595
604	909	593
605	910	592
606	912	590
607	913	588
608	915	587
609	916	586
610	918	584
611	919	582
612	920	581
613	922	579
614	923	578
615	925	576
616	926	575
617	928	573
618	929	572
619	931	570
620	932	569
621	934	567
622	935	566
623	936	564
624	938	563
625	939	561
626	941	559
627	942	558
628	944	556
629	945	555
630	947	553
631	948	552
632	949	550
633	951	549
634	952	547
635	954	546
636	955	544
637	956	542
638	958	541
639	960	540
640	961	538
641	962	536
642	964	535
643	965	533
644	966	532
645	968	530
646	969	529
647	971	527
648	972	526
649	974	524
650	975	523
651	976	521
652	978	519
653	979	518
654	980	516
655	981	514
656	983	513
657	984	511
658	986	510
659	987	508
660	989	507
661	990	505
662	992	504
663	993	502
664	994	501
665	996	499
666	997	498
667	998	496
668	1000	495
669	1002	493
670	1004	492
671	1005	490
672	1007	489
673	1008	487
674	1010	486
675	1011	484
676	1012	483
677	1014	481
678	1016	480
679	1017	478
680	1019	477
681	1020	475
682	1022	474
683	1023	472
684	1024	471
685	1026	469
686	1027	468
687	1029	466
688	1030	465
689	1032	463
690	1033	462
691	1035	460
692	1036	459
693	1038	457
694	1039	456
695	1040	454
696	1042	453
697	1044	451
698	1045	450
699	1047	448
700	1048	447
701	1050	445
702	1051	444
703	1052	442
704	1054	441
705	1055	439
706	1057	438
707	1058	436
708	1060	435
709	1061	433
710	1063	432
711	1064	430
712	1065	429
713	1067	427
714	1068	426
715	1070	424
716	1072	423
717	1074	421
718	1075	420
719	1077	418
720	1078	417
721	1080	415
722	1081	414
723	1083	412
724	1084	411
725	1086	409
726	1087	408
727	1089	406
728	1090	405
729	1092	403
730	1093	402
731	1094	400
732	1096	399
733	1098	397
734	1099	396
735	1101	395
736	1102	393
737	1104	392
738	1105	390
739	1107	388
740	1108	387
741	1109	385
742	1111	384
743	1112	382
744	1114	381
745	1116	380
746	1117	378
747	1119	377
748	1120	375
749	1122	374
750	1123	372
751	1125	371
752	1127	369
753	1129	368
754	1130	366
755	1131	365
756	1133	363
757	1134	362
758	1136	360
759	1137	359
760	1139	357
761	1140	356
762	1141	354
763	1143	353
764	1144	351
765	1146	350
766	1147	348
767	1148	347
768	1150	345
769	1151	343
770	1153	342
771	1154	340
772	1155	339
773	1157	337
774	1158	336
775	1160	334
776	1161	333
777	1162	331
778	1164	330
779	1165	328
780	1166	327
781	1168	325
782	1169	324
783	1171	322
784	1172	321
785	1174	319
786	1175	318
787	1177	316
788	1178	315
789	1179	313
790	1181	312
791	1182	310
792	1184	309
793	1185	307
794	1187	306
795	1188	304
796	1190	303
797	1191	301
798	1192	300
799	1194	298
800	1195	297
801	1196	295
802	1198	293
803	1200	292
804	1201	291
805	1203	289
806	1204	288
807	1205	286
808	1207	285
809	1208	283
810	1209	281
811	1211	280
812	1212	278
813	1214	277
814	1215	275
815	1216	274
816	1218	272
817	1219	271
818	1220	269
819	1222	268
820	1223	266
821	1225	265
822	1226	263
823	1228	262
824	1229	260
825	1230	259
826	1232	257
827	1233	256
828	1235	254
829	1236	253
830	1237	251
831	1239	250
832	1240	248
833	1242	247
834	1243	245
835	1245	244
836	1246	242
837	1248	241
838	1249	239
839	1250	238
840	1252	236
841	1253	235
842	1255	233
843	1257	232
844	1258	230
845	1260	229
846	1261	227
847	1262	226
848	1264	224
849	1265	223
850	1267	221
851	1268	220
852	1270	218
853	1271	217
854	1273	215
855	1274	214
856	1275	212
857	1277	211
858	1278	209
859	1280	208
860	1281	206
861	1282	205
862	1284	203
863	1286	202
864	1288	201
865	1289	199
866	1290	198
867	1292	196
868	1293	195
869	1295	193
870	1296	191
871	1297	190
872	1299	189
873	1301	187
874	1302	186
875	1304	184
876	1305	183
877	1306	181
878	1308	180
879	1309	178
880	1310	177
881	1312	175
882	1313	174
883	1315	172
884	1316	171
885	1317	169
886	1319	168
887	1320	166
888	1321	165
889	1323	163
890	1324	162
891	1326	160
892	1327	159
893	1329	157
894	1330	156
895	1331	154
896	1333	153
897	1334	151
898	1336	150
899	1337	148
900	1338	147
901	1340	145
902	1342	144
903	1343	142
904	1345	141
905	1346	139
906	1347	138
907	1349	136
908	1350	135
909	1351	133
910	1353	132
911	1354	130
912	1356	129
913	1357	127
914	1359	126
915	1360	124
916	1361	123
917	1363	121
918	1364	120
919	1366	118
920	1367	117
921	1368	115
922	1370	114
923	1372	112
924	1373	111
925	1374	109
926	1376	108
927	1377	106
928	1378	105
929	1380	103
930	1381	102
931	1382	100
932	1384	99
933	1386	97
934	1387	96
935	1389	94
936	1391	93
937	1392	92
938	1394	90
939	1395	89
940	1397	87
941	1398	86
942	1400	84
943	1401	83
944	1403	81
945	1404	80
946	1405	78
947	1407	77
948	1408	75
949	1409	74
950	1411	72
951	1412	71
952	1414	69
953	1415	68
954	1417	66
955	1418	65
956	1419	63
957	1421	62
958	1422	60
959	1424	59
960	1425	57
961	1426	56
962	1428	54
963	1429	53
964	1431	51
965	1432	50
966	1434	48
967	1435	47
968	1436	45
969	1438	44
970	1439	42
971	1442	41
972	1443	40
973	1445	38
974	1446	37
975	1447	35
976	1449	34
977	1450	32
978	1451	31
979	1453	29
980	1454	28
981	1456	26
982	1457	25
983	1459	23
984	1460	22
985	1462	20
986	1463	19
987	1464	17
988	1466	16
989	1467	14
990	1469	13
991	1470	11
992	1472	10
993	1473	8
994	1475	7
995	1476	5
996	1478	4
997	1479	2
998	1480	1
999	1482	0
